gene_id	B100	B105	B110	B135	B175	B200	B205	B210	B235	B275	B300	B305	B310	B335	B375
MSTRG.1	6246	1859	3206	775	63	6323	12775	1957	969	167	1672	3482	720	831	0
MSTRG.10	10	5164	24	0	0	35	4093	36	0	0	38	4248	43	0	0
MSTRG.100	65	33	531	43	3158	134	182	54	2	4096	12	30	829	0	2559
MSTRG.1000	1947	647	3017	8947	75	1641	2436	1058	5813	112	1691	697	3611	3634	81
MSTRG.10000	118	10241	2785	2279	92	3	8123	2589	1165	356	6	12461	2886	2524	0
MSTRG.10001	319	2242	20	5636	117	316	2783	3	1360	1232	230	5005	46	3433	25
MSTRG.10002	752	233	2103	5253	0	655	97	1183	4258	0	284	332	2264	3174	99
MSTRG.10003	1877	1382	3084	3549	820	914	915	3477	3189	3063	958	1594	4776	2116	373
MSTRG.10004	0	1368	2170	7349	4926	0	838	1507	4480	5640	0	1206	2484	4359	4657
MSTRG.10005	1303	683	247	170	50	749	459	129	176	161	214	714	360	86	53
MSTRG.10006	2168	1857	894	5156	99	1891	2211	898	3333	82	2249	2365	750	3272	98
MSTRG.10007	467	3168	842	153	3995	668	2493	466	119	7284	306	1869	804	73	3506
MSTRG.10008	477	157	263	118	2409	740	57	134	111	3416	333	57	204	71	1563
MSTRG.10009	861	3221	0	947	460	335	1333	0	741	694	402	2349	0	630	963
MSTRG.1001	4017	106	3407	7	32	5924	18	4785	48	259	2376	20	4422	0	49
MSTRG.10010	4703	526	0	373	3553	5509	227	2	592	3703	1281	135	3	648	1851
MSTRG.10011	1731	71	595	5844	473	816	132	733	4841	1235	928	242	572	2803	803
MSTRG.10012	270	3463	1428	39074	513	1135	2893	985	18731	337	641	1755	134	6598	306
MSTRG.10013	0	1245	394	393	644	0	215	553	1929	1060	0	762	354	216	521
MSTRG.10014	131	5071	621	69	461	130	7263	575	7	604	33	7033	490	15	518
MSTRG.10015	582	41	175	7619	3972	367	72	251	15568	4560	458	41	139	6100	3127
MSTRG.10016	66	1715	134	66	1980	325	3022	70	0	13151	63	1573	64	2	1297
MSTRG.10017	0	0	917	75	600	0	0	889	101	1062	0	0	1514	79	269
MSTRG.10018	138	0	1519	99	5139	0	0	1367	125	6229	6	0	1265	25	2107
MSTRG.10019	0	320	12369	29692	3492	0	3	7497	9299	5681	0	478	14473	22615	2019
MSTRG.1002	1273	449	314	4101	1244	1399	605	230	4745	1695	1166	685	74	2468	1359
MSTRG.10020	27	24	4695	14638	58	51	400	2224	11859	127	4	144	9370	13756	77
MSTRG.10021	37	1990	1809	171	1762	25	9	1510	12	2095	8	0	2012	118	1689
MSTRG.10022	0	379	581	183	63	0	1957	545	3	30	0	802	444	156	44
MSTRG.10023	0	259	6640	86	1838	0	1626	4758	2	1635	0	487	3813	7	1833
MSTRG.10024	9167	27	5262	0	119	3083	11	806	0	105	2854	5	5551	0	197
MSTRG.10025	0	2148	2186	724	300	0	2668	1105	639	226	0	3145	1941	643	72
MSTRG.10026	126	26	23	1468	1545	109	1478	2	579	1216	47	955	0	1857	1402
MSTRG.10027	332	1842	53	428	114	424	2295	18	575	134	290	1946	15	608	101
MSTRG.10028	3929	506	2319	707	999	2891	3428	4320	420	1408	2498	1196	4024	441	986
MSTRG.10029	0	11305	6594	207	619	0	11610	2259	541	551	0	4673	3700	785	499
MSTRG.1003	59	6363	305	31	2	1	3301	88	85	1	1	3207	328	45	3
MSTRG.10030	0	1496	1152	8276	4356	0	1713	658	8354	7928	0	1755	958	5736	1876
MSTRG.10031	162	1004	2283	7200	1523	291	1100	2798	5976	1708	152	1261	2373	3038	1659
MSTRG.10032	982	41	1318	169	219	1220	10	409	153	59	812	2	915	285	119
MSTRG.10033	956	5185	3535	1779	666	424	5978	2076	1489	1075	586	4077	2964	1543	128
MSTRG.10034	93	248	1238	0	90	87	2726	1246	0	60	259	596	589	0	67
MSTRG.10035	75	1281	80	0	310	18	8545	0	0	521	48	2504	0	0	604
MSTRG.10036	566	979	688	2104	786	467	5850	835	2639	942	465	1657	1004	2134	500
MSTRG.10037	145	3019	109	3	549	107	19584	13	110	751	61	5284	69	12	1138
MSTRG.10038	83	1060	744	0	1700	113	1514	393	0	854	68	1655	712	0	494
MSTRG.10039	77	749	511	0	865	48	418	822	0	1467	0	644	963	0	971
MSTRG.1004	1670	2048	1909	18	516	1138	1030	19134	242	767	1406	493	1658	86	814
MSTRG.10040	557	333	1230	542	1068	397	192	409	528	859	269	116	1865	460	2199
MSTRG.10041	494	3546	0	1237	0	545	3066	0	1874	0	164	2985	0	1276	0
MSTRG.10042	10084	31	1587	1735	2574	6368	215	2119	1782	4547	4437	186	2001	1620	2013
MSTRG.10043	191	224	4861	134	1	94	125	2791	2607	4	30	428	4601	2066	0
MSTRG.10044	5689	878	180	350	5119	462	1863	16	458	3933	283	1334	192	393	2725
MSTRG.10045	2269	71	29	1858	8035	18507	891	30	1281	12944	1016	62	117	1893	7675
MSTRG.10046	8	282	966	1170	289	81	1	1140	418	935	5	0	1175	544	38
MSTRG.10047	558	86	22	215	149	497	28	145	87	105	430	48	194	33	99
MSTRG.10048	32	7355	250	0	5706	34	8519	255	0	13657	20	7675	27	0	6227
MSTRG.10049	338	108	3018	0	49	1139	201	1929	0	2	227	98	3872	0	9
MSTRG.1005	4175	0	2347	60	529	1690	4	1728	100	577	3354	1	1836	127	743
MSTRG.10050	304	4	1323	10	94	321	4	78	0	173	126	2	2107	15	62
MSTRG.10051	1105	3163	0	76	1	848	3421	0	2859	17	825	2465	0	124	6
MSTRG.10052	6028	1541	71	4750	615	5049	1461	55	4776	447	3775	1735	179	2477	4735
MSTRG.10053	874	47480	192	1769	240	1048	50257	552	2618	140	295	53182	585	1357	1763
MSTRG.10054	3807	2257	1579	2132	747	4089	1738	2692	768	578	984	2095	1671	1590	5587
MSTRG.10055	13670	308	757	1260	0	13906	527	1605	731	0	3812	234	756	275	0
MSTRG.10056	0	8764	149	926	1701	0	8444	379	49	885	0	9495	291	301	1697
MSTRG.10057	0	483	1838	0	349	53	94	2698	0	367	0	449	2699	0	213
MSTRG.10058	9828	30	51	0	27	6048	27	52	169	48	4131	45	39	6	138
MSTRG.10059	8637	0	149	0	3	7661	70	229	0	70	4454	13	267	0	0
MSTRG.1006	1982	289	2166	22	2	563	383	1386	14	48	1334	199	1288	43	0
MSTRG.10060	14653	60	5919	243	0	9268	3	4065	229	2	4007	13	5844	94	11
MSTRG.10061	3167	173	28516	416	1796	3919	149	2239	3778	1834	820	212	30621	2197	1243
MSTRG.10062	1060	1069	752	215	719	605	1154	715	612	1611	561	1284	282	199	959
MSTRG.10063	41	1110	534	17182	823	23	954	214	26555	857	20	988	313	11304	660
MSTRG.10064	108	596	6778	1612	2619	73	1040	4697	6428	2897	14	766	5099	2429	2867
MSTRG.10065	49	2995	13	2501	511	28	3640	13	1403	1001	80	3550	19	1736	493
MSTRG.10066	11477	0	250	1639	0	13135	0	77	701	25	5465	0	91	993	0
MSTRG.10067	260	4235	103	1025	220	547	5383	4	237	166	71	3723	79	1091	541
MSTRG.10068	169	835	483	2374	4396	232	748	414	1386	7461	197	681	481	3053	2101
MSTRG.10069	270	885	37	648	177	634	1001	36	1175	170	260	990	79	465	578
MSTRG.1007	10755	251	591	25	0	14218	122	462	8	864	12232	162	634	30	0
MSTRG.10070	44	4771	226	1346	2811	111	9549	121	1783	5088	31	4709	109	1457	2855
MSTRG.10071	90	135	0	946	48	61	335	5	396	134	152	124	25	1031	81
MSTRG.10072	184	909	143	1703	264	67	746	193	1844	470	96	850	182	864	268
MSTRG.10073	969	1128	437	31140	19	216	609	741	23883	58	705	483	837	18459	19
MSTRG.10074	142	137	2021	733	76	226	16	3162	1669	92	229	363	1909	1107	77
MSTRG.10075	156	4	2236	159	7411	191	1	558	147	10494	172	2	2419	169	5090
MSTRG.10076	3771	2167	1944	1353	10	2534	2174	1667	1150	121	3063	2510	3387	1256	51
MSTRG.10077	2007	25	5729	84	0	6328	1	7342	36	0	2006	8	5068	101	0
MSTRG.10078	312	0	15	333	0	1282	0	2	297	0	278	3	10	333	0
MSTRG.10079	76	74	0	3219	574	38	0	71	3499	418	7	84	42	2594	694
MSTRG.1008	1162	3288	7394	45	2234	1263	5173	3043	186	1218	527	5924	4524	54	2876
MSTRG.10080	46	30	2225	606	98	2	2	1744	256	72	384	18	2051	397	278
MSTRG.10081	108	1673	0	531	997	35	1447	0	1553	1511	26	2373	0	727	1006
MSTRG.10082	731	2958	6859	161	1310	496	4168	3378	156	929	787	3385	8752	136	1450
MSTRG.10083	325	2152	1753	82	7372	309	2323	1824	44	10347	166	2183	1772	48	6560
MSTRG.10084	336	574	41	2074	0	6	316	328	1376	8	345	268	199	1615	24
MSTRG.10085	2657	1	2096	1411	546	2174	2	7272	1732	669	1543	1	3429	1244	741
MSTRG.10086	99	910	3	50	49	527	1255	2	6	84	113	738	1	0	29
MSTRG.10087	10	746	57	120	284	125	516	103	29	220	0	744	195	24	141
MSTRG.10088	2848	236	681	1679	738	4071	149	493	6993	1080	1456	170	883	3301	619
MSTRG.10089	462	0	620	1063	210	626	0	5266	3373	137	2103	0	897	957	246
MSTRG.1009	1021	980	484	3194	263	819	1515	74	2184	491	659	700	177	1753	310
MSTRG.10090	255	54	0	1154	69	93	76	62	2086	96	124	57	4	1564	98
MSTRG.10091	1332	756	247	3176	62	889	975	903	7733	87	896	509	161	899	285
MSTRG.10092	1937	962	1200	867	134	825	2008	991	564	245	410	593	1436	830	134
MSTRG.10093	0	814	4666	0	998	0	759	7678	0	729	0	452	3899	0	811
MSTRG.10094	0	156	1423	2355	514	0	148	1234	1475	945	0	116	900	959	438
MSTRG.10095	162	100	32	1138	1562	353	127	0	641	395	15	44	55	0	909
MSTRG.10096	3770	243	3	784	104	3555	104	20	217	20	1406	134	39	264	150
MSTRG.10097	14583	1253	269	1487	847	3035	1066	147	632	1148	9439	1825	216	1073	569
MSTRG.10098	124	1229	1574	803	81	112	1195	906	1159	127	110	1169	1526	1188	64
MSTRG.10099	7960	13660	219	1821	415	6160	17127	285	1417	407	3959	10465	177	1762	206
MSTRG.101	19786	3435	1104	207	3211	20179	22907	88	292	3581	4353	4291	1684	290	3729
MSTRG.1010	7428	937	2228	12651	9392	3722	1312	106	7784	16751	6659	826	403	2328	7389
MSTRG.10100	194	5381	2033	1644	75	137	3983	1642	247	199	328	7211	1236	1755	382
MSTRG.10101	677	1278	34	777	2271	216	1558	193	357	1403	256	1624	20	468	591
MSTRG.10102	250	154	2019	1572	468	397	84	1169	416	548	198	98	2534	570	311
MSTRG.10103	16014	5401	165	25	0	8912	5790	164	39	0	14004	4532	214	105	0
MSTRG.10104	2925	2561	780	0	5	2625	1536	419	0	52	6897	2856	707	0	5
MSTRG.10105	408	2005	3435	63	5762	87	1397	2285	7	6298	639	1822	4780	155	1407
MSTRG.10106	1094	3103	5598	0	408	916	5542	4522	0	226	1140	4445	5085	0	343
MSTRG.10107	1711	294	0	660	1980	911	595	0	609	2765	1286	102	0	338	487
MSTRG.10108	728	986	0	79	1491	393	853	1	37	2429	733	909	25	79	1453
MSTRG.10109	1898	2035	25	733	79	2276	2893	179	170	196	1821	2617	29	182	149
MSTRG.1011	1950	613	67	1579	210	1552	1480	399	6239	291	1714	332	33	1910	217
MSTRG.10110	3511	639	210	176	17	3077	390	2879	84	114	1559	530	136	53	54
MSTRG.10111	63	3416	4918	0	111	45	2567	3810	0	264	85	1968	5682	0	220
MSTRG.10112	3071	1040	498	0	0	1644	1145	342	0	0	3936	532	1001	0	0
MSTRG.10113	590	89	303	2432	110	474	462	245	227	405	300	205	557	527	141
MSTRG.10114	100	407	36	0	1358	71	229	19	0	773	160	367	70	0	372
MSTRG.10115	4107	884	72	0	214	2353	758	140	0	485	1737	838	33	0	433
MSTRG.10116	1089	99	288	0	90	64	139	130	0	0	330	229	228	0	124
MSTRG.10117	6375	2941	0	1271	3675	6267	2378	29	3103	5629	3209	2759	2	2156	2234
MSTRG.10118	1807	0	53	88	77	3353	0	55	52	9	1660	0	18	55	58
MSTRG.10119	0	1351	0	554	0	0	1404	0	1659	0	0	1551	0	1106	0
MSTRG.1012	80	1322	183	0	323	25	1507	167	54	439	157	935	291	0	531
MSTRG.10120	0	3284	0	71	1024	0	2771	0	216	1442	0	4430	0	19	398
MSTRG.10121	567	47	57	2	1823	3	19	90	19	2670	401	124	0	69	1518
MSTRG.10122	43	1046	170	172	189	420	1107	525	302	302	107	1484	1	237	257
MSTRG.10123	904	118	83	82	3302	16	2	1607	110	3325	0	220	154	76	3040
MSTRG.10124	990	211	0	679	298	1061	235	0	189	157	446	9	29	521	459
MSTRG.10125	991	2207	1788	13	3070	920	2256	11583	15	2589	237	2118	557	24	3329
MSTRG.10126	0	2671	4152	22	102	0	695	1869	7	9	0	1232	2311	24	101
MSTRG.10127	2705	0	62	0	187	3602	0	183	0	75	2011	0	102	0	130
MSTRG.10128	101	115	153	286	3945	1185	130	92	253	1853	463	210	130	395	2429
MSTRG.10129	2209	215	1946	0	2340	2174	302	4909	2054	3072	1622	174	2517	163	1490
MSTRG.1013	811	1248	294	240	68	664	1938	131	31	197	616	1383	301	0	318
MSTRG.10130	2006	2845	2442	0	1490	4473	2916	1415	0	1508	1274	2392	2731	0	973
MSTRG.10131	12312	563	628	1889	821	11117	1836	726	898	1101	2374	7	1462	217	768
MSTRG.10132	2411	394	3323	2122	1841	1362	490	2392	4736	2369	2308	427	1929	2395	1848
MSTRG.10133	1452	2061	33	1696	300	788	3202	8	1796	186	1379	1985	22	1481	198
MSTRG.10134	5858	52	535	18	345	6624	60	1641	1	123	3062	83	1626	2	341
MSTRG.10135	15	411	678	1296	1067	0	454	214	1604	410	0	452	286	1113	1588
MSTRG.10136	1047	7650	872	34	2029	1592	6145	1170	31	1048	294	7758	923	68	3421
MSTRG.10137	4268	31242	616	197	594	4708	6259	492	53	35	1000	28388	748	130	250
MSTRG.10138	3039	543	4296	47	3915	2739	838	6402	27	1964	800	469	3984	31	2599
MSTRG.10139	9616	477	2367	39	0	9772	601	16764	22	0	2558	332	1767	836	0
MSTRG.1014	881	1741	4449	304	198	439	1559	4140	83	346	790	1162	7536	4	580
MSTRG.10140	0	4660	689	13	3166	66	4241	1064	145	2867	12	4343	523	24	2784
MSTRG.10141	1322	49	4804	117	5827	1223	65	1473	64	4539	1489	111	2951	113	3698
MSTRG.10142	935	389	3852	72	4289	434	761	7063	0	3084	625	387	3020	0	3439
MSTRG.10143	294	28	1214	561	155	134	27	1647	421	79	64	51	1031	792	144
MSTRG.10144	713	255	943	2928	88	434	152	589	5534	145	443	178	1147	1260	45
MSTRG.10145	3555	11	1681	2497	674	2840	27	339	2933	859	2088	112	1314	2560	404
MSTRG.10146	288	512	222	281	49	326	640	424	604	842	237	822	607	332	239
MSTRG.10147	1120	3044	3014	75	18060	1641	4254	1066	68	17059	808	3040	1781	82	21586
MSTRG.10148	139	2587	1444	0	6088	362	1234	1303	0	9070	631	3797	2001	0	9664
MSTRG.10149	380	2087	746	0	1	1	2237	783	7	1	2	3326	640	1	0
MSTRG.1015	0	191	1188	1063	827	57	199	1054	1781	1233	0	0	927	369	984
MSTRG.10150	6465	5687	4193	355	9	7202	7448	1657	480	0	4981	4769	2008	167	25
MSTRG.10151	93	13	1632	58	355	141	4	1121	70	644	56	16	1727	95	314
MSTRG.10152	3581	8	404	0	68	2672	104	28	16	214	1519	36	531	8	45
MSTRG.10153	1988	2359	786	1256	4	1210	1947	1181	2005	11	800	2366	272	1516	0
MSTRG.10154	12683	0	111	508	1	8422	0	140	386	1	11123	0	54	410	1
MSTRG.10155	2874	8874	450	306	37	2137	5087	315	286	30	2323	9181	702	271	48
MSTRG.10156	93	3291	982	1355	0	307	2082	916	651	0	80	3489	1003	883	78
MSTRG.10157	13924	70	631	3547	1	9045	234	842	3296	1	11997	263	1206	2219	1
MSTRG.10158	219	1623	1462	167	29	154	7014	427	382	47	117	3164	830	1057	50
MSTRG.10159	28	5	954	510	520	70	21	3203	1252	2472	18	17	1303	425	703
MSTRG.1016	11	3332	940	5882	899	607	1678	1334	4247	1249	0	1383	262	5313	685
MSTRG.10160	60	214	1709	14	16844	55	218	626	11	17953	3	247	2085	76	31111
MSTRG.10161	838	733	0	105	18234	427	397	0	145	16541	186	972	0	22	46353
MSTRG.10162	96	198	3192	40	323	52	28	2415	3	994	94	126	3252	3	1247
